OBJECTID,Sample_buffer_ID,Alt_ID,Sample_ID,Radius,OBJECTID,Set_Sample_ID,Type,Shape_Length (sqkm),Shape_Area (sqkm),Train,Tram,Bus,Patronage_Train,Patronage_Tram,Updated_Patronage_Bus,SS_Patronage_Bus,1_Emp,2_EmpDen,3_Pop,4_PopDen,5_Dwelling,6_ActDen,7_PropComm,8_RetailEmp,9_Balance,10_Entropy,11_HousingDiv,12_Intersections,13_PBN,14_DestScore,15_DestCount,16_DistCBD,17_ACCount,18_ACNear,19_FTZ,20_LOS,21_PropFTE,22_MedInc,23_MeanSize,24_Urban,25_Rural,26_Access,27_IntDensity
535,26-400,26-400-D,26,400,535,D,Trainbus,2.641267016,0.443257506,1,0,2,1743.042441,0,154.4,95.43008787,250.8929369,566.020729,1284.28763,2897.384955,1177.165762,3463.405684,0.124554346,177.7492323,0.947053706,0.130584588,7,91,46.60646118,6,33,16457.58982,0,1481.360991,0,193.0769231,0.606768735,500,2.461322823,0.828844553,0,46445.17799,205.2982719
536,26-600,26-600-D,26,600,536,D,Trainbus,3.837775664,0.826928626,1,0,2,1743.042441,0,154.4,95.43008787,459.6641856,555.8692384,2475.044017,2993.0564,1210.310613,3548.925638,0.074993361,170.9469508,0.909800826,0.115833238,7,132,46.60646118,6,45,16457.58982,0,1481.360991,0,193.0769231,0.592339261,500,2.472965507,0.833356442,0,46445.17799,159.6268358
537,26-800,26-800-D,26,800,537,D,Trainbus,5.206080411,1.343055479,1,0,2,1743.042441,0,154.4,95.43008787,728.8318147,542.6669458,3976.571781,2960.839551,1180.873842,3503.506497,0.062663468,162.7926371,0.862468325,0.102450416,7,200,46.60646118,6,55,16457.58982,0,1481.360991,0,193.0769231,0.592952338,500,2.507329273,0.855758045,0,46445.17799,148.914176
1961,26-800,26-800-C,26,800,1961,C,Trainbus,5.041868337,1.242372825,1,0,2,1743.042441,0,154.4,95.43008787,680.2292604,547.5242591,3672.858761,2956.325741,1184.045686,3503.85,0.060440059,166.0391239,0.869549132,0.103958014,7,200,46.60646118,6,54,16457.58982,0,1481.360991,0,193.0769231,0.592952338,500,2.496800399,0.847755638,0,46445.17799,160.982272
2810,26-600,26-600-C,26,600,2810,C,Trainbus,3.636989061,0.754678375,1,0,2,1743.042441,0,154.4,95.43008787,424.5361936,562.5392318,2237.383244,2964.684449,1204.491869,3527.22368,0.081084062,175.4638475,0.914488629,0.120339069,7,132,46.60646118,6,43,16457.58982,0,1481.360991,0,193.0769231,0.594690265,500,2.461356964,0.825642836,0,46445.17799,174.9089471
3204,26-400,26-400-C,26,400,3204,C,Trainbus,2.435235348,0.388612581,1,0,2,1743.042441,0,154.4,95.43008787,222.4746999,572.4845534,1111.346665,2859.780458,1165.992305,3432.265011,0.141817561,182.1859165,0.951682101,0.135070605,7,91,46.60646118,6,31,16457.58982,0,1481.360991,0,193.0769231,0.606768735,500,2.452658088,0.822583919,0,46445.17799,234.1663766
151,144-400,144-400-D,144,400,151,D,Trainbus,2.607832994,0.426936247,1,0,1,1699.700577,0,70.3,110.4619584,141.4193268,331.2422585,1457.159471,3413.061036,1212.33193,3744.303294,0.069387305,101.462483,0.974934455,0.127215002,7,84,65.75219496,5,24,10107.38476,0,1324.86156,0,116.3846154,0.558528428,300,2.81528594,0.883251623,0,44197.12941,196.7506872
152,144-600,144-600-D,144,600,152,D,Trainbus,3.879062086,0.886614077,1,0,1,1699.700577,0,70.3,110.4619584,345.103463,389.2375181,3086.067286,3480.733461,1264.512146,3869.970979,0.03345931,128.3355461,0.936690196,0.119205107,7,148,65.75219496,5,35,10107.38476,0,1324.86156,0,116.3846154,0.566644993,500,2.752629519,0.883359699,0,44197.12941,166.927194
153,144-800,144-800-D,144,800,153,D,Trainbus,5.101128883,1.500363796,1,0,1,1699.700577,0,70.3,110.4619584,620.7862172,413.7571294,5140.298492,3426.034743,1250.961047,3839.791873,0.019772201,138.8808247,0.885333817,0.108645833,7,220,65.75219496,6,45,10107.38476,0,1324.86156,0,116.3846154,0.568105132,500,2.738722163,0.877432088,0,44197.12941,146.6311041
1836,144-400,144-400-C,144,400,1836,C,Trainbus,2.136654106,0.265434986,1,0,1,1699.700577,0,70.3,110.4619584,104.0750778,392.0925394,900.2067086,3391.439542,1204.546714,3783.532082,0.093589168,131.8934922,0.979565346,0.142945213,7,84,65.75219496,3,14,10107.38476,0,1324.86156,0,116.3846154,0.55421147,300,2.81553177,0.877409931,0,44197.12941,316.461674
2315,144-800,144-800-C,144,800,2315,C,Trainbus,4.511903194,1.160543832,1,0,1,1699.700577,0,70.3,110.4619584,546.0065246,470.4747117,4066.476539,3503.940504,1276.180565,3974.415216,0.025561719,166.4061776,0.895526959,0.114789877,7,220,65.75219496,6,40,10107.38476,0,1324.86156,0,116.3846154,0.5632957,300,2.745646346,0.897025517,0,44197.12941,189.5662998
2522,144-600,144-600-C,144,600,2522,C,Trainbus,3.245747628,0.640887969,1,0,1,1699.700577,0,70.3,110.4619584,288.7956167,450.6179406,2212.112361,3451.636587,1245.200179,3902.254528,0.046288114,158.5641011,0.942800769,0.125571686,7,148,65.75219496,5,28,10107.38476,0,1324.86156,0,116.3846154,0.565775772,300,2.771953174,0.900970998,0,44197.12941,230.9295964
4,10-400,10-400-D,10,400,4,D,Trainbus,3.042675014,0.525023273,1,0,2,1490.457781,0,176.8,318.0409413,98.48691049,187.5857995,1311.936344,2498.815597,681.9102935,2686.401397,0,47.03238162,0.980429554,0.100077787,3,75,41.41101977,4,11,36943.71468,0,2997.588417,0,165.3076923,0.617902208,500,3.664434488,0.865587876,0,16447.88191,142.8508103
5,10-600,10-600-D,10,600,5,D,Trainbus,4.151763446,0.997998906,1,0,2,1490.457781,0,176.8,318.0409413,191.3437558,191.7274203,2577.010424,2582.177603,706.6936943,2773.905023,0.006601471,47.73448503,0.963770124,0.088575696,3,147,41.41101977,4,18,36943.71468,0,2997.588417,0,165.3076923,0.615409004,500,3.653885161,0.884466499,0,16447.88191,147.2947506
6,10-800,10-800-D,10,800,6,D,Trainbus,5.724607991,1.625668156,1,0,2,1490.457781,0,176.8,318.0409413,326.670198,200.9451909,4157.715562,2557.542599,697.6514179,2758.48779,0.044122339,49.29711638,0.939233986,0.097696261,3,223,41.41101977,4,26,36943.71468,0,2997.588417,0,165.3076923,0.622018791,500,3.665931916,0.858092813,0,16447.88191,137.1743668
1913,10-800,10-800-C,10,800,1913,C,Trainbus,5.099774259,1.197440731,1,0,2,1490.457781,0,176.8,318.0409413,241.3898729,201.5881593,2942.938561,2457.690376,674.4515548,2659.278535,0.043252808,49.40611498,0.952988168,0.107508538,3,223,41.41101977,4,18,36943.71468,0,2997.588417,0,165.3076923,0.620745984,500,3.643983557,0.84246807,0,16447.88191,186.2305116
2848,10-600,10-600-C,10,600,2848,C,Trainbus,3.49088406,0.678419788,1,0,2,1490.457781,0,176.8,318.0409413,129.823328,191.3613523,1684.276873,2482.647033,684.8907276,2674.008385,0.003227064,47.67242779,0.974280668,0.085599653,3,147,41.41101977,4,9,36943.71468,0,2997.588417,0,165.3076923,0.616130283,500,3.624880486,0.911930948,0,16447.88191,216.6800005
3224,10-400,10-400-C,10,400,3224,C,Trainbus,2.268727124,0.305919262,1,0,2,1490.457781,0,176.8,318.0409413,57.38610936,187.5857993,692.3803684,2263.278105,625.9857596,2450.863904,0,47.03238157,0.987365917,0.089996831,3,75,41.41101977,1,5,36943.71468,0,2997.588417,0,165.3076923,0.614659237,500,3.615542479,0.946980671,0,16447.88191,245.1627253
1480,58-400,58-400-D,58,400,1480,D,Trainbus,2.865276305,0.494142348,1,0,1,1733.070325,0,34.8,34.5932778,195.6726135,395.9843037,1010.742656,2045.448361,784.7961836,2441.432665,0.019259855,103.0388903,0.951424587,0.086229344,5,70,64.87133485,2,10,14615.91333,0,1578.455448,0,114.3076923,0.600871731,300,2.60634341,0.92424112,0,68389.89791,141.6595851
1481,58-600,58-600-D,58,600,1481,D,Trainbus,4.128369941,0.987829754,1,0,1,1733.070325,0,34.8,34.5932778,391.3516902,396.1732158,2078.951591,2104.564661,805.6466736,2500.737877,0.009634362,104.0182204,0.90689847,0.088225533,5,121,64.87133485,3,20,14615.91333,0,1578.455448,0,114.3076923,0.580228698,500,2.612267549,0.887190122,0,68389.89791,122.4907425
1482,58-800,58-800-D,58,800,1482,D,Trainbus,5.697681183,1.683966385,1,0,1,1733.070325,0,34.8,34.5932778,657.0654998,390.189202,3726.432003,2212.88978,832.6690713,2603.078983,0.008326889,101.8991868,0.856073882,0.080770492,5,185,64.87133485,4,33,14615.91333,0,1578.455448,0,114.3076923,0.579210395,500,2.657586137,0.897206894,0,68389.89791,109.8596751
2057,58-800,58-800-C,58,800,2057,C,Trainbus,5.264477273,1.419589662,1,0,1,1733.070325,0,34.8,34.5932778,563.0870768,396.6548164,3125.509658,2201.699365,834.5665946,2598.354182,0.006897498,104.3461588,0.873923775,0.083488703,5,185,64.87133485,4,27,14615.91333,0,1578.455448,0,114.3076923,0.580325158,500,2.638135027,0.891104013,0,68389.89791,130.3193486
2733,58-600,58-600-C,58,600,2733,C,Trainbus,3.662778594,0.80257038,1,0,1,1733.070325,0,34.8,34.5932778,322.8808148,402.3084118,1725.154414,2149.536611,823.2541483,2551.845023,0.011858287,105.8277017,0.92397826,0.089167456,5,121,64.87133485,3,17,14615.91333,0,1578.455448,0,114.3076923,0.600871731,500,2.61102433,0.896708204,0,68389.89791,150.7655939
3164,58-400,58-400-C,58,400,3164,C,Trainbus,2.445122007,0.373703173,1,0,1,1733.070325,0,34.8,34.5932778,149.8244977,400.9184522,780.1225545,2087.545974,799.2492888,2488.464427,0.02546703,103.4486646,0.963635592,0.08682807,5,70,64.87133485,2,8,14615.91333,0,1578.455448,0,114.3076923,0.600871731,300,2.611883431,0.936137689,0,68389.89791,187.3144385
769,33-400,33-400-D,33,400,769,D,Trainbus,2.625434222,0.430455939,1,0,2,1682.720506,0,65.5,84.12221428,217.8350309,506.0565118,1837.196914,4268.025477,1444.219515,4774.081989,0.103735524,138.1828297,0.972509984,0.083261619,7,57,59.91927981,5,14,12623.74802,0,833.368135,0,172.6923077,0.559699335,500,2.955247061,0.984884368,0,51014.40661,132.4177339
770,33-600,33-600-D,33,600,770,D,Trainbus,3.716331019,0.897675372,1,0,2,1682.720506,0,65.5,84.12221428,450.3610077,501.6969627,3729.971015,4155.144644,1385.887666,4656.841607,0.050638181,137.6949196,0.942223622,0.06898959,7,139,59.91927981,5,27,12623.74802,0,833.368135,0,172.6923077,0.56175,500,2.998182858,0.969392947,0,51014.40661,154.8443951
771,33-800,33-800-D,33,800,771,D,Trainbus,5.189939247,1.514895792,1,0,2,1682.720506,0,65.5,84.12221428,754.4332968,498.0100288,6065.874815,4004.153189,1335.054768,4502.163217,0.042962499,137.2822728,0.901252451,0.070317011,7,218,59.91927981,6,42,12623.74802,0,833.368135,0,172.6923077,0.556225612,500,2.999242641,0.95851885,0,51014.40661,143.9042878
1982,33-800,33-800-C,33,800,1982,C,Trainbus,4.913902609,1.407017351,1,0,2,1682.720506,0,65.5,84.12221428,701.6149993,498.6541204,5670.603493,4030.229969,1343.406584,4528.884089,0.040273082,137.3543642,0.90848328,0.066507444,7,218,59.91927981,6,35,12623.74802,0,833.368135,0,172.6923077,0.558381503,500,3.000007606,0.963943899,0,51014.40661,154.9376771
2793,33-600,33-600-C,33,600,2793,C,Trainbus,3.527620111,0.817154848,1,0,2,1682.720506,0,65.5,84.12221428,410.5513468,502.4156044,3412.836552,4176.486943,1393.179939,4678.902547,0.055627949,137.7753483,0.947502011,0.072380453,7,139,59.91927981,5,23,12623.74802,0,833.368135,0,172.6923077,0.56175,500,2.9978087,0.967641669,0,51014.40661,170.102399
3194,33-400,33-400-C,33,400,3194,C,Trainbus,2.42297208,0.380695966,1,0,2,1682.720506,0,65.5,84.12221428,192.8863559,506.6677163,1623.364627,4264.20233,1445.55497,4770.870046,0.109543598,138.2512403,0.975615607,0.082954569,7,57,59.91927981,5,14,12623.74802,0,833.368135,0,172.6923077,0.560994264,500,2.949872137,0.989326614,0,51014.40661,149.7257788
16,103-400,103-400-D,103,400,16,D,Trainbus,2.506000093,0.389034534,1,0,2,1695.698006,0,30.2,51.42475613,150.0048573,385.5823695,954.5761605,2453.705463,978.6449902,2839.287833,0.075253491,40.89025957,0.987117235,0.112029462,6,79,57.34301626,5,22,25272.14884,0,1837.154041,0,90.30769231,0.569453174,300,2.507247764,0.969554043,0,38233.55811,203.0668054
17,103-600,103-600-D,103,600,17,D,Trainbus,3.847010102,0.796653553,1,0,2,1695.698006,0,30.2,51.42475613,307.1755646,385.5823695,1908.995185,2396.26771,949.5951977,2781.850079,0.036748981,40.89025957,0.973176225,0.085011087,6,131,57.34301626,5,23,25272.14884,0,1837.154041,0,90.30769231,0.573691968,300,2.52346233,0.958485706,0,38233.55811,164.4378532
18,103-800,103-800-D,103,800,18,D,Trainbus,5.17095162,1.334460008,1,0,2,1695.698006,0,30.2,51.42475613,513.6852714,384.938678,3073.801412,2303.404668,909.4359456,2688.343346,0.021938617,41.61557517,0.952915848,0.087888993,6,197,57.34301626,5,40,25272.14884,0,1837.154041,0,90.30769231,0.579968944,300,2.532783842,0.921726662,0,38233.55811,147.6252558
2192,103-800,103-800-C,103,800,2192,C,Trainbus,5.037172073,1.270119748,1,0,2,1695.698006,0,30.2,51.42475613,489.1990486,385.1597846,2940.386293,2315.046513,915.4367073,2700.206297,0.023049958,41.36642078,0.955616996,0.088685314,6,197,57.34301626,5,38,25272.14884,0,1837.154041,0,90.30769231,0.579968944,300,2.528898496,0.922094807,0,38233.55811,155.1034856
2628,103-600,103-600-C,103,600,2628,C,Trainbus,3.679504729,0.738459071,1,0,2,1695.698006,0,30.2,51.42475613,284.7367984,385.5823695,1773.783188,2402.006093,952.4089325,2787.588462,0.039644996,40.89025957,0.975170003,0.085818616,6,131,57.34301626,5,23,25272.14884,0,1837.154041,0,90.30769231,0.573691968,300,2.522032302,0.963149245,0,38233.55811,177.3964261
3116,103-400,103-400-C,103,400,3116,C,Trainbus,2.350694843,0.352018173,1,0,2,1695.698006,0,30.2,51.42475613,135.7320011,385.5823695,865.606259,2458.981741,982.3803191,2844.564111,0.083166748,40.89025957,0.988360754,0.117330779,6,79,57.34301626,5,20,25272.14884,0,1837.154041,0,90.30769231,0.569453174,300,2.503085306,0.968431541,0,38233.55811,224.4202318
1606,96-400,96-400-D,96,400,1606,D,Trainbus,2.647819162,0.443201282,1,0,2,1678.722387,0,56.5,64.67557958,1459.728165,3293.600954,2394.696768,5403.18105,2398.224813,8696.782004,0.087700661,471.7936375,0.925485,0.137705384,7,133,80.6015577,7,31,2421.888513,0,839.3497517,0,205.0769231,0.697490092,800,2.252991888,0.825863477,0,440200.673,300.0893847
1607,96-600,96-600-D,96,600,1607,D,Trainbus,3.865903066,0.90617492,1,0,2,1678.722387,0,56.5,64.67557958,2995.234286,3305.359949,5034.343613,5555.598047,2472.195793,8860.957995,0.107893797,463.0892325,0.859540371,0.150771735,7,286,80.6015577,7,64,2421.888513,0,839.3497517,0,205.0769231,0.683638083,800,2.247232222,0.80381463,0,440200.673,315.6123544
1608,96-800,96-800-D,96,800,1608,D,Trainbus,5.239709272,1.535651565,1,0,2,1678.722387,0,56.5,64.67557958,5075.135791,3304.87456,8434.040623,5492.157736,2396.46926,8797.032296,0.136036179,478.8016844,0.763860044,0.16752076,7,483,80.6015577,7,103,2421.888513,0,839.3497517,0,205.0769231,0.675354183,800,2.291770576,0.753332404,0,440200.673,314.5244735
1650,96-600,96-600-C,96,600,1650,C,Trainbus,3.606189967,0.81001106,1,0,2,1678.722387,0,56.5,64.67557958,2674.564691,3301.886631,4529.847185,5592.32757,2481.111266,8894.2142,0.105747916,466.1167677,0.873511938,0.144525223,7,286,80.6015577,7,63,2421.888513,0,839.3497517,0,205.0769231,0.683638083,800,2.253960814,0.823002321,0,440200.673,353.0815987
1854,96-400,96-400-C,96,400,1854,C,Trainbus,2.449559851,0.379080212,1,0,2,1678.722387,0,56.5,64.67557958,1249.661477,3296.562144,2073.757424,5470.497685,2430.866673,8767.059829,0.078344256,468.9111619,0.93705843,0.132026528,7,133,80.6015577,6,26,2421.888513,0,839.3497517,0,205.0769231,0.675757576,800,2.250430986,0.833240966,0,440200.673,350.8492287
2171,96-800,96-800-C,96,800,2171,C,Trainbus,5.040919373,1.398591309,1,0,2,1678.722387,0,56.5,64.67557958,4620.084074,3303.383943,7836.263274,5602.96866,2445.053948,8906.352603,0.1340827,480.661968,0.785744617,0.163378728,7,483,80.6015577,7,97,2421.888513,0,839.3497517,0,205.0769231,0.675354183,800,2.291552162,0.774311386,0,440200.673,345.3474914
190,156-400,156-400-D,156,400,190,D,Trainbus,3.282011459,0.624867659,1,0,4,1414.992928,0,345.3,323.6864951,168.51344,269.678607,582.9527838,932.9219957,324.6149674,1202.600603,0.474528243,66.95864068,0.914152836,0.152572671,5,58,56.67126211,7,17,13910.53987,0,2462.376715,0,134.4615385,0.544444444,300,2.873934012,0.436306429,0,54176.55966,92.81965415
191,156-600,156-600-D,156,600,191,D,Trainbus,4.51946605,1.137949277,1,0,4,1414.992928,0,345.3,323.6864951,302.4188652,265.7577727,1186.772156,1042.904267,361.7819621,1308.662039,0.450413689,65.38746952,0.866809573,0.16522206,5,95,56.67126211,7,22,13910.53987,0,2462.376715,0,134.4615385,0.542040816,300,2.882687298,0.436843777,0,54176.55966,83.48351014
192,156-800,156-800-D,156,800,192,D,Trainbus,6.311092491,1.844318887,1,0,4,1414.992928,0,345.3,323.6864951,488.2377491,264.725234,2004.419117,1086.807238,382.1528668,1351.532472,0.443039326,64.96421004,0.801404709,0.172465086,5,162,56.67126211,8,40,13910.53987,0,2462.376715,0,134.4615385,0.563643758,300,2.843907066,0.428610336,0,54176.55966,87.83730468
2351,156-800,156-800-C,156,800,2351,C,Trainbus,5.115710263,1.362707289,1,0,4,1414.992928,0,345.3,323.6864951,360.8437398,264.7991558,1450.276349,1064.261093,369.9916543,1329.060249,0.463951902,65.07900774,0.84616151,0.168894353,5,162,56.67126211,7,23,13910.53987,0,2462.376715,0,134.4615385,0.567625133,300,2.876446214,0.396291773,0,54176.55966,118.8809962
2488,156-600,156-600-C,156,600,2488,C,Trainbus,3.469578506,0.773432838,1,0,4,1414.992928,0,345.3,323.6864951,204.9306135,264.9623902,784.5135432,1014.326654,349.0900058,1279.289044,0.459919435,65.16647548,0.905324428,0.166666275,5,95,56.67126211,7,17,13910.53987,0,2462.376715,0,134.4615385,0.542040816,300,2.905630746,0.417488836,0,54176.55966,122.8290232
3053,156-400,156-400-C,156,400,3053,C,Trainbus,2.326513018,0.359185675,1,0,4,1414.992928,0,345.3,323.6864951,96.07290625,267.4742147,306.7037763,853.886438,298.0160527,1121.360653,0.477958917,66.21546928,0.94580276,0.155639065,5,58,56.67126211,6,14,13910.53987,0,2462.376715,0,134.4615385,0.544444444,300,2.865236387,0.435055347,0,54176.55966,161.4763729
91,126-400,126-400-D,126,400,91,D,Trainbus,2.972142612,0.5657643,1,0,2,1440.869436,0,118.3,153.8102096,295.3637878,522.0615504,2309.849667,4082.706642,1574.909134,4604.768193,0.1804404,121.2393563,0.966953529,0.144907541,7,103,65.28722215,8,32,5708.908781,1,315.9447429,0,119.5384615,0.593868613,650,2.592344252,0.867682909,0,165207.919,182.0546118
92,126-600,126-600-D,126,600,92,D,Trainbus,4.304029276,1.047132354,1,0,2,1440.869436,0,118.3,153.8102096,546.6675343,522.0615449,4168.398065,3980.774779,1521.447793,4502.836324,0.177585741,121.239355,0.938187904,0.13410763,7,196,65.28722215,8,69,5708.908781,1,315.9447429,0,119.5384615,0.598550725,650,2.61643863,0.892499551,0,165207.919,187.1778665
93,126-800,126-800-D,126,800,93,D,Trainbus,5.800399437,1.694234501,1,0,2,1440.869436,0,118.3,153.8102096,883.7006222,521.5928619,6717.684107,3965.026154,1539.18402,4486.619016,0.154184625,120.8541743,0.901790867,0.134271026,7,319,65.28722215,8,97,5708.908781,1,315.9447429,0,119.5384615,0.60187965,650,2.57605725,0.886540687,0,165207.919,188.2856239
1837,126-400,126-400-C,126,400,1837,C,Trainbus,2.50242244,0.420936319,1,0,2,1440.869436,0,118.3,153.8102096,219.754685,522.0615924,1759.307189,4179.509131,1636.625398,4701.570724,0.149159245,121.2393661,0.975873522,0.141768896,7,103,65.28722215,6,21,5708.908781,1,315.9447429,0,119.5384615,0.596529284,650,2.55373596,0.865607565,0,165207.919,244.6925945
2261,126-800,126-800-C,126,800,2261,C,Trainbus,5.211607759,1.392102922,1,0,2,1440.869436,0,118.3,153.8102096,726.7174196,522.0285141,5538.194125,3978.293587,1534.86923,4500.322101,0.164841235,121.2122009,0.918621414,0.134278894,7,319,65.28722215,8,81,5708.908781,1,315.9447429,0,119.5384615,0.605309258,650,2.59194302,0.890326657,0,165207.919,229.1497237
2572,126-600,126-600-C,126,600,2572,C,Trainbus,3.657402548,0.827085523,1,0,2,1440.869436,0,118.3,153.8102096,431.7895119,522.0615041,3341.902368,4040.576551,1542.439001,4562.638055,0.182518753,121.2393455,0.951567788,0.13719327,7,196,65.28722215,8,52,5708.908781,1,315.9447429,0,119.5384615,0.598438142,650,2.619602168,0.887194467,0,165207.919,236.9767026
301,19-400,19-400-D,19,400,301,D,Trainbus,3.114011834,0.600395207,1,0,3,1525.29985,0,40.6,48.62397804,218.769846,364.376403,2084.879265,3472.511507,1296.794494,3836.88791,0.088515819,65.0179045,0.97776682,0.071219847,6,97,35.91362925,6,24,22216.97953,0,1569.532947,0,189.6923077,0.569593787,500,2.677765461,0.996002436,0,45800.9819,161.5602504
302,19-600,19-600-D,19,600,302,D,Trainbus,4.404405145,1.11653801,1,0,3,1525.29985,0,40.6,48.62397804,406.8400944,364.3763945,3875.696383,3471.172812,1321.581243,3835.549206,0.04759755,65.01790298,0.959029505,0.067722763,6,161,35.91362925,6,31,22216.97953,0,1569.532947,0,189.6923077,0.574747712,650,2.626530022,0.961180616,0,45800.9819,144.195718
303,19-800,19-800-D,19,800,303,D,Trainbus,6.062463663,1.715834514,1,0,3,1525.29985,0,40.6,48.62397804,643.0130342,374.7523604,5781.229356,3369.339706,1301.012811,3744.092066,0.03097296,72.3194421,0.928959064,0.085656343,7,253,35.91362925,6,45,22216.97953,0,1569.532947,0,189.6923077,0.584032258,650,2.589782113,0.903718867,0,45800.9819,147.4501171
1940,19-800,19-800-C,19,800,1940,C,Trainbus,5.18143346,1.411025905,1,0,3,1525.29985,0,40.6,48.62397804,517.3422849,366.6426555,4849.319597,3436.733216,1320.495721,3803.375872,0.037663712,66.61266315,0.946757574,0.077617366,7,253,35.91362925,6,37,22216.97953,0,1569.532947,0,189.6923077,0.583002246,650,2.60260837,0.928620218,0,45800.9819,179.3021653
2828,19-600,19-600-C,19,600,2828,C,Trainbus,3.787942362,0.864434671,1,0,3,1525.29985,0,40.6,48.62397804,314.979596,364.376403,3006.544009,3478.046532,1312.492099,3842.422935,0.061478878,65.0179045,0.968194821,0.067298353,6,161,35.91362925,6,26,22216.97953,0,1569.532947,0,189.6923077,0.569593787,500,2.649956167,0.974383849,0,45800.9819,186.2488924
3211,19-400,19-400-C,19,400,3211,C,Trainbus,2.519003327,0.418743126,1,0,3,1525.29985,0,40.6,48.62397804,152.580114,364.376403,1456.324228,3477.846295,1288.203254,3842.222698,0.126914259,65.0179045,0.984464913,0.084328624,6,97,35.91362925,6,18,22216.97953,0,1569.532947,0,189.6923077,0.57406015,500,2.699765184,0.999999899,0,45800.9819,231.6455936
106,130-400,130-400-D,130,400,106,D,Trainbus,3.17539821,0.483541301,1,0,2,1510.804159,0,28.5,26.92320942,504.9378891,1044.249763,2829.578819,5851.783108,2548.942178,6896.03287,0.463969396,305.690992,0.950725286,0.139006529,7,106,67.36048122,6,25,5899.919478,0,701.1590319,0,84.38461538,0.591005068,650,2.295769264,0.802483892,0,186140.2667,219.216021
107,130-600,130-600-D,130,600,107,D,Trainbus,4.462668293,0.970246504,1,0,2,1510.804159,0,28.5,26.92320942,1012.527543,1043.577626,5227.063752,5387.356443,2262.95961,6430.934069,0.338041978,305.3970699,0.895732651,0.1291154,8,194,67.36048122,8,45,5899.919478,0,701.1590319,0,84.38461538,0.580846529,650,2.380668404,0.858238391,0,186140.2667,199.9491873
108,130-800,130-800-D,130,800,108,D,Trainbus,5.317228776,1.634178554,1,0,2,1510.804159,0,28.5,26.92320942,1680.383125,1028.273881,8172.299701,5000.86094,2047.331644,6029.134822,0.290845189,298.7054303,0.822139515,0.122945444,8,309,67.36048122,8,86,5899.919478,1,701.1590319,0,84.38461538,0.580634045,650,2.44262377,0.872916639,0,186140.2667,189.085825
2273,130-800,130-800-C,130,800,2273,C,Trainbus,5.047857449,1.417471256,1,0,2,1510.804159,0,28.5,26.92320942,1460.707144,1030.502127,7207.77596,5084.953878,2095.404387,6115.456006,0.302605259,299.6797451,0.845804948,0.124875352,8,309,67.36048122,8,72,5899.919478,0,701.1590319,0,84.38461538,0.576360887,650,2.426717206,0.869664074,0,186140.2667,217.9938385
2561,130-600,130-600-C,130,600,2561,C,Trainbus,4.114460337,0.810868811,1,0,2,1510.804159,0,28.5,26.92320942,846.7497076,1044.24994,4440.890828,5476.706918,2321.124142,6520.956858,0.365380794,305.6910439,0.913399678,0.132603181,7,194,67.36048122,7,33,5899.919478,0,701.1590319,0,84.38461538,0.591044776,650,2.359506248,0.846236107,0,186140.2667,239.2495523
3088,130-400,130-400-C,130,400,3088,C,Trainbus,2.695470013,0.37905057,1,0,2,1510.804159,0,28.5,26.92320942,395.8234744,1044.249779,2229.260367,5881.168744,2581.191973,6925.418523,0.473309067,305.6909968,0.961356827,0.139549625,7,106,67.36048122,5,20,5899.919478,0,701.1590319,0,84.38461538,0.590586379,650,2.278470104,0.777644903,0,186140.2667,279.6460641
205,160-400,160-400-D,160,400,205,D,Trainbus,2.39193344,0.369501587,1,0,3,1268.094743,0,208.5,261.9677169,118.5906399,320.9475796,626.9505092,1696.74646,492.2185107,2017.69404,0.419390846,86.21651615,0.963141186,0.152524102,3,51,49.7945791,3,9,16449.02257,0,2818.646477,0,128.3076923,0.471780029,100,3.447140697,0.550428133,0,56234.16189,138.0237644
206,160-600,160-600-D,160,600,206,D,Trainbus,3.538094203,0.768566312,1,0,3,1268.094743,0,208.5,261.9677169,246.6694976,320.9475796,1280.435491,1666.005224,484.0311774,1986.952804,0.442276836,86.21651615,0.923495559,0.158144895,4,86,49.7945791,5,17,16449.02257,0,2818.646477,0,128.3076923,0.459847844,100,3.441937838,0.503026271,0,56234.16189,111.8966557
207,160-800,160-800-D,160,800,207,D,Trainbus,4.931297375,1.369974396,1,0,3,1268.094743,0,208.5,261.9677169,439.6899666,320.9475796,2277.759263,1662.629075,472.9003682,1983.576654,0.454041132,86.21651615,0.867342579,0.156323783,5,117,49.7945791,5,22,16449.02257,0,2818.646477,0,128.3076923,0.473267327,100,3.515812603,0.483199108,0,56234.16189,85.40305596
2363,160-800,160-800-C,160,800,2363,C,Trainbus,4.865515471,1.315348126,1,0,3,1268.094743,0,208.5,261.9677169,422.1577973,320.9475796,2168.451441,1648.576068,469.8690117,1969.523647,0.458675266,86.21651615,0.871275859,0.155073742,5,117,49.7945791,5,20,16449.02257,0,2818.646477,0,128.3076923,0.473267327,100,3.508586493,0.480104544,0,56234.16189,88.94983593
2477,160-600,160-600-C,160,600,2477,C,Trainbus,3.441387554,0.730243055,1,0,3,1268.094743,0,208.5,261.9677169,234.369741,320.9475796,1212.891947,1660.942804,482.2546905,1981.890383,0.443223195,86.21651615,0.926957543,0.15789155,4,86,49.7945791,4,16,16449.02257,0,2818.646477,0,128.3076923,0.459847844,100,3.444119542,0.504213546,0,56234.16189,117.7690077
