OBJECTID,Sample_buffer_ID,Alt_ID,Sample_ID,Radius,OBJECTID,Set_Sample_ID,Type,Shape_Length (sqkm),Shape_Area (sqkm),Train,Tram,Bus,Patronage_Train,Patronage_Tram,Updated_Patronage_Bus,SS_Patronage_Bus,1_Emp,2_EmpDen,3_Pop,4_PopDen,5_Dwelling,6_ActDen,7_PropComm,8_RetailEmp,9_Balance,10_Entropy,11_HousingDiv,12_Intersections,13_PBN,14_DestScore,15_DestCount,16_DistCBD,17_ACCount,18_ACNear,19_FTZ,20_LOS,21_PropFTE,22_MedInc,23_MeanSize,24_Urban,25_Rural,26_Access,27_IntDensity
3022,450-400,450-400-C,450,400,3022,C,Trambus,2.525350463,0.388812336,0,3,2,0,942.0730286,91.8,152.8372579,406.017259,1044.24994,1872.947987,4817.100208,2089.101738,5861.350148,0.617835663,305.6910439,0.951840562,0.123050745,7,135,63.70333719,8,32,5339.841321,1,137.9428012,0,149.6923077,0.608024691,650,2.305823656,0.920354584,0,143364.905,347.2112058
625,287-400,287-400-D,287,400,625,D,Trambus,2.918516051,0.487388493,0,2,2,0,987.3652487,30.6,52.66590193,2323.613529,4767.4772,2448.9498,5024.636063,2197.245196,9792.113263,0.678842565,857.6004827,0.846403182,0.117456645,7,175,86.36631327,6,30,1914.803006,0,522.3396754,0,100.5384615,0.669651741,650,2.286788963,0.750035226,0,334858.4718,359.0564868
626,287-600,287-600-D,287,600,626,D,Trambus,4.381772088,0.966571386,0,2,2,0,987.3652487,30.6,52.66590193,4645.703791,4806.374221,4506.974559,4662.847075,2037.381438,9469.221296,0.652685949,836.5393749,0.704436979,0.129210738,7,308,86.36631327,8,53,1914.803006,0,522.3396754,0,100.5384615,0.642937641,650,2.288647078,0.784486939,0,334858.4718,318.652098
627,287-800,287-800-D,287,800,627,D,Trambus,5.643377237,1.624804851,0,2,2,0,987.3652487,30.6,52.66590193,7649.803406,4708.136734,7416.832966,4564.75309,1985.793098,9272.889825,0.589112439,801.0478334,0.556263226,0.141677493,7,582,86.36631327,8,83,1914.803006,1,522.3396754,0,100.5384615,0.64198085,650,2.298705286,0.792990864,0,334858.4718,358.1968626
1663,287-600,287-600-C,287,600,1663,C,Trambus,3.93786803,0.76182177,0,2,2,0,987.3652487,30.6,52.66590193,3661.177779,4805.819318,4068.845288,5340.941212,2329.096373,10146.76053,0.64686591,837.6094023,0.786551694,0.130888739,7,308,86.36631327,8,43,1914.803006,0,522.3396754,0,100.5384615,0.648666816,650,2.293138779,0.775719447,0,334858.4718,404.2940385
1779,287-400,287-400-C,287,400,1779,C,Trambus,2.445318644,0.34267162,0,2,2,0,987.3652487,30.6,52.66590193,1633.593462,4767.227182,2172.616095,6340.227691,2759.819591,11107.45487,0.675179813,857.7307774,0.911391784,0.115871155,7,175,86.36631327,6,25,1914.803006,0,522.3396754,0,100.5384615,0.672962963,650,2.297334113,0.756199079,0,334858.4718,510.6930069
2098,287-800,287-800-C,287,800,2098,C,Trambus,5.200855738,1.374015123,0,2,2,0,987.3652487,30.6,52.66590193,6562.92798,4776.459786,6093.094444,4434.517744,1933.9604,9210.97753,0.608308872,809.3997261,0.598990949,0.139267077,7,582,86.36631327,8,70,1914.803006,1,522.3396754,0,100.5384615,0.636938744,650,2.292972361,0.800807444,0,334858.4718,423.5761239
367,209-400,209-400-D,209,400,367,D,Trambus,2.850011915,0.404472377,0,3,2,0,977.8328106,17.4,30.54127572,777.3550766,1921.899049,3475.65842,8593.067457,3884.110703,10514.96651,0.146997968,209.6710352,0.980454626,0.167823734,7,98,62.01267941,7,29,5329.726221,0,919.6555952,0,210.4615385,0.658892128,800,2.212364197,0.782665566,0,166489.0176,242.2909587
368,209-600,209-600-D,209,600,368,D,Trambus,4.065424535,0.807714631,0,3,2,0,977.8328106,17.4,30.54127572,1552.346242,1921.899372,5908.166505,7314.670651,3311.519777,9236.570023,0.093114285,209.6710704,0.954742431,0.180311252,7,234,62.01267941,8,51,5329.726221,0,919.6555952,0,210.4615385,0.665791202,800,2.208856098,0.701336393,0,166489.0176,289.7062787
369,209-800,209-800-D,209,800,369,D,Trambus,5.709690002,1.317747467,0,3,2,0,977.8328106,17.4,30.54127572,2532.577333,1921.898844,8774.867152,6658.989961,3041.541573,8580.888805,0.067809663,209.6710129,0.920322378,0.177827942,7,315,62.01267941,8,65,5329.726221,0,919.6555952,0,210.4615385,0.672416292,800,2.189347014,0.642144398,0,166489.0176,239.0442842
1811,209-400,209-400-C,209,400,1811,C,Trambus,2.655720049,0.354051964,0,3,2,0,977.8328106,17.4,30.54127572,680.4522463,1921.899371,3051.575941,8619.005836,3915.869526,10540.90521,0.151713301,209.6710703,0.982921338,0.163447457,7,98,62.01267941,6,27,5329.726221,0,919.6555952,0,210.4615385,0.665544676,800,2.201045203,0.792701159,0,166489.0176,276.7955271
2332,209-800,209-800-C,209,800,2332,C,Trambus,5.418847614,1.221909778,0,3,2,0,977.8328106,17.4,30.54127572,2348.387068,1921.898909,8184.444505,6698.075959,3058.329598,8619.974868,0.068783973,209.6710199,0.926318971,0.177850851,7,315,62.01267941,8,63,5329.726221,0,919.6555952,0,210.4615385,0.668547669,800,2.190109255,0.6531428,0,166489.0176,257.793174
2505,209-600,209-600-C,209,600,2505,C,Trambus,3.89789496,0.731432237,0,3,2,0,977.8328106,17.4,30.54127572,1405.738705,1921.898753,5417.755083,7407.049903,3361.341817,9328.948656,0.095743318,209.6710029,0.959430737,0.180756496,7,234,62.01267941,8,48,5329.726221,0,919.6555952,0,210.4615385,0.66743649,800,2.203599129,0.711865122,0,166489.0176,319.9202717
1021,405-400,405-400-D,405,400,1021,D,Trambus,3.242876531,0.614768408,0,4,2,0,969.7103867,22.5,36.17174302,399.4434486,649.7462193,4127.988796,6714.70548,2994.02646,7364.4517,0.162092837,148.555605,0.973162841,0.134422444,7,101,54.58661174,5,35,3956.964347,0,1502.105579,0,237.5384615,0.614846196,650,2.242700781,0.855885244,0,251967.4564,164.2895092
1022,405-600,405-600-D,405,600,1022,D,Trambus,4.287118211,1.157459793,0,4,2,0,969.7103867,22.5,36.17174302,747.4847931,645.7976316,7370.736905,6368.02846,2760.9588,7013.826092,0.155879578,147.4688076,0.947791226,0.11968728,7,191,54.58661174,6,54,3956.964347,0,1502.105579,0,237.5384615,0.620897683,650,2.306455446,0.885734717,0,251967.4564,165.0165312
1023,405-800,405-800-D,405,800,1023,D,Trambus,5.759849876,1.830936643,0,4,2,0,969.7103867,22.5,36.17174302,1186.63046,648.1002301,11026.0151,6022.062608,2556.355646,6670.162838,0.17275591,148.0649435,0.913843753,0.121280941,7,298,54.58661174,6,73,3956.964347,0,1502.105579,0,237.5384615,0.616675038,650,2.355721755,0.880972337,0,251967.4564,162.758226
1024,406-400,406-400-D,406,400,1024,D,Trambus,3.242876531,0.614768408,0,4,2,0,969.7103867,22.5,36.17174302,399.4434486,649.7462193,4127.988796,6714.70548,2994.02646,7364.4517,0.162092837,148.555605,0.973162841,0.134422444,7,101,54.58661174,5,35,3956.964347,0,1502.105579,0,237.5384615,0.614846196,650,2.242700781,0.855885244,0,251967.4564,164.2895092
1025,406-600,406-600-D,406,600,1025,D,Trambus,4.287118211,1.157459793,0,4,2,0,969.7103867,22.5,36.17174302,747.4847931,645.7976316,7370.736905,6368.02846,2760.9588,7013.826092,0.155879578,147.4688076,0.947791226,0.11968728,7,191,54.58661174,6,54,3956.964347,0,1502.105579,0,237.5384615,0.620897683,650,2.306455446,0.885734717,0,251967.4564,165.0165312
1026,406-800,406-800-D,406,800,1026,D,Trambus,5.759849876,1.830936643,0,4,2,0,969.7103867,22.5,36.17174302,1186.63046,648.1002301,11026.0151,6022.062608,2556.355646,6670.162838,0.17275591,148.0649435,0.913843753,0.121280941,7,298,54.58661174,6,73,3956.964347,0,1502.105579,0,237.5384615,0.616675038,650,2.355721755,0.880972337,0,251967.4564,162.758226
2155,405-800,405-800-C,405,800,2155,C,Trambus,5.178502813,1.528289418,0,4,2,0,969.7103867,22.5,36.17174302,991.6109034,648.8371194,9365.540938,6128.119995,2618.058345,6776.957114,0.172784411,148.3173277,0.92866114,0.122277432,7,298,54.58661174,6,60,3956.964347,0,1502.105579,0,237.5384615,0.618366927,650,2.340711775,0.880246118,0,251967.4564,194.9892452
2161,406-800,406-800-C,406,800,2161,C,Trambus,5.178502813,1.528289418,0,4,2,0,969.7103867,22.5,36.17174302,991.6109034,648.8371194,9365.540938,6128.119995,2618.058345,6776.957114,0.172784411,148.3173277,0.92866114,0.122277432,7,298,54.58661174,6,60,3956.964347,0,1502.105579,0,237.5384615,0.618366927,650,2.340711775,0.880246118,0,251967.4564,194.9892452
2652,406-600,406-600-C,406,600,2652,C,Trambus,3.878861353,0.905618,0,4,2,0,969.7103867,22.5,36.17174302,590.6993518,652.261055,5864.833721,6476.05693,2840.175582,7128.317985,0.154745609,149.532046,0.959035194,0.126307921,7,191,54.58661174,6,46,3956.964347,0,1502.105579,0,237.5384615,0.618895482,650,2.280160766,0.873448048,0,251967.4564,210.905702
2658,405-600,405-600-C,405,600,2658,C,Trambus,3.878861353,0.905618,0,4,2,0,969.7103867,22.5,36.17174302,590.6993518,652.261055,5864.833721,6476.05693,2840.175582,7128.317985,0.154745609,149.532046,0.959035194,0.126307921,7,191,54.58661174,6,46,3956.964347,0,1502.105579,0,237.5384615,0.618895482,650,2.280160766,0.873448048,0,251967.4564,210.905702
2930,405-400,405-400-C,405,400,2930,C,Trambus,2.731337522,0.433735682,0,4,2,0,969.7103867,22.5,36.17174302,288.108005,664.2478752,2954.993005,6812.888883,3093.302171,7477.136759,0.191211988,153.1334817,0.980690078,0.150234725,7,101,54.58661174,5,31,3956.964347,0,1502.105579,0,237.5384615,0.617736384,650,2.202464715,0.81314516,0,251967.4564,232.8607126
2933,406-400,406-400-C,406,400,2933,C,Trambus,2.731337522,0.433735682,0,4,2,0,969.7103867,22.5,36.17174302,288.108005,664.2478752,2954.993005,6812.888883,3093.302171,7477.136759,0.191211988,153.1334817,0.980690078,0.150234725,7,101,54.58661174,5,31,3956.964347,0,1502.105579,0,237.5384615,0.617736384,650,2.202464715,0.81314516,0,251967.4564,232.8607126
583,274-400,274-400-D,274,400,583,D,Trambus,3.044575671,0.504749846,0,2,2,0,987.3652487,1.7,6.619413073,2323.994228,4604.2495,2192.925745,4344.579321,1969.294663,8948.82882,0.34001273,928.8953819,0.80518719,0.14246909,8,143,83.64488079,7,41,2291.11777,1,421.406246,0,71.15384615,0.623831776,500,2.206160105,0.885132687,0,340264.3275,283.308655
584,274-600,274-600-D,274,600,584,D,Trambus,4.203713234,1.040189017,0,2,2,0,987.3652487,1.7,6.619413073,4691.362322,4510.105609,3803.893231,3656.925008,1566.781001,8167.030617,0.383791802,903.7567191,0.59100403,0.153793687,8,353,83.64488079,8,83,2291.11777,1,421.406246,0,71.15384615,0.628581058,500,2.334037115,0.879672147,0,340264.3275,339.361399
585,274-800,274-800-D,274,800,585,D,Trambus,5.565695111,1.726494017,0,2,2,0,987.3652487,1.7,6.619413073,7460.517404,4321.195054,7793.035461,4513.792336,1900.703456,8834.98739,0.394074055,839.6884499,0.513804043,0.155739072,8,671,83.64488079,8,113,2291.11777,1,421.406246,0,71.15384615,0.643072289,650,2.374800931,0.872626922,0,340264.3275,388.6488997
1655,274-600,274-600-C,274,600,1655,C,Trambus,4.014792572,0.889251548,0,2,2,0,987.3652487,1.7,6.619413073,3972.181588,4466.881837,3449.281211,3878.858822,1687.854058,8345.740658,0.343959396,894.5984353,0.659624281,0.152810419,8,353,83.64488079,8,77,2291.11777,1,421.406246,0,71.15384615,0.626142906,500,2.298100836,0.878876632,0,340264.3275,396.9630425
1782,274-400,274-400-C,274,400,1782,C,Trambus,2.658198933,0.396986274,0,2,2,0,987.3652487,1.7,6.619413073,1828.474662,4605.888875,1948.903391,4909.246288,2233.409132,9515.135164,0.221808948,929.3331368,0.860204622,0.137737147,8,143,83.64488079,5,30,2291.11777,0,421.406246,0,71.15384615,0.630434783,500,2.198095377,0.86869514,0,340264.3275,360.2139655
2139,274-800,274-800-C,274,800,2139,C,Trambus,5.457078757,1.532181391,0,2,2,0,987.3652487,1.7,6.619413073,6511.326303,4249.709819,6745.211569,4402.358368,1864.538505,8652.068188,0.367010556,827.3433311,0.552860526,0.156610848,8,671,83.64488079,8,107,2291.11777,1,421.406246,0,71.15384615,0.644264379,650,2.361098125,0.867199999,0,340264.3275,437.9377037
1216,464-400,464-400-D,464,400,1216,D,Trambus,2.737381468,0.487521428,0,3,2,0,882.9615369,45.9,47.41833333,364.1735893,746.9899132,2113.41396,4335.017577,1746.825753,5082.00749,0.180804938,174.642996,0.961475509,0.137415351,7,68,73.85843324,6,32,6433.754568,0,1609.434733,0,134.7692308,0.546143058,500,2.481654263,0.757183482,0,90135.29346,139.4810486
1217,464-600,464-600-D,464,600,1217,D,Trambus,3.980191004,0.946593776,0,3,2,0,882.9615369,45.9,47.41833333,677.8663111,716.1111009,4010.340402,4236.601279,1695.800613,4952.71238,0.13953925,162.4799836,0.92993695,0.134185478,7,128,73.85843324,6,53,6433.754568,0,1609.434733,0,134.7692308,0.551038844,500,2.498289744,0.743186027,0,90135.29346,135.2216793
1218,464-800,464-800-D,464,800,1218,D,Trambus,5.77604535,1.580719094,0,3,2,0,882.9615369,45.9,47.41833333,1104.891073,698.9800262,6438.335855,4073.042378,1602.365239,4772.022404,0.129613226,156.7522248,0.885308331,0.134838149,7,217,73.85843324,8,74,6433.754568,0,1609.434733,0,134.7692308,0.559842174,500,2.54189387,0.739882015,0,90135.29346,137.2792932
2334,464-800,464-800-C,464,800,2334,C,Trambus,5.637589358,1.464915219,0,3,2,0,882.9615369,45.9,47.41833333,1025.270555,699.8838851,6001.407529,4096.760993,1615.326317,4796.644878,0.135107844,156.8631108,0.893776314,0.136210015,7,217,73.85843324,8,71,6433.754568,0,1609.434733,0,134.7692308,0.561290323,500,2.536181669,0.736564072,0,90135.29346,148.1314394
2503,464-600,464-600-C,464,600,2503,C,Trambus,3.790421992,0.878436897,0,3,2,0,882.9615369,45.9,47.41833333,630.956339,718.2716722,3729.493702,4245.602291,1703.466864,4963.873963,0.141440542,163.2454641,0.934654483,0.134593505,7,128,73.85843324,6,49,6433.754568,0,1609.434733,0,134.7692308,0.551038844,500,2.492330423,0.742452112,0,90135.29346,145.7133693
3058,464-400,464-400-C,464,400,3058,C,Trambus,2.575099948,0.438840019,0,3,2,0,882.9615369,45.9,47.41833333,329.1262633,749.9914518,1894.751929,4317.637055,1739.012633,5067.628507,0.189645289,175.9962293,0.964852582,0.140542326,6,68,73.85843324,6,32,6433.754568,0,1609.434733,0,134.7692308,0.541980138,500,2.482809482,0.753020151,0,90135.29346,154.9539628
853,355-400,355-400-D,355,400,853,D,Trambus,2.77768103,0.495328034,0,2,2,0,741.0486917,151,177.4885353,2617.791563,5284.965481,3525.51736,7117.540531,3113.609002,12402.50601,0.628166576,898.4471633,0.882308192,0.129634461,8,161,61.16099475,7,38,2483.166423,0,481.5631407,0,94.92307692,0.686638486,800,2.285945514,0.942524031,0,300965.9782,325.0371248
854,355-600,355-600-D,355,600,854,D,Trambus,3.908824632,0.976685524,0,2,2,0,741.0486917,151,177.4885353,5050.029685,5170.579026,7339.696322,7514.902332,3262.317158,12685.48136,0.521425366,881.4703221,0.794427498,0.133628893,8,312,61.16099475,7,63,2483.166423,2,481.5631407,0,94.92307692,0.66073457,800,2.303547438,0.94429744,0,300965.9782,319.4477571
855,355-800,355-800-D,355,800,855,D,Trambus,5.240609428,1.603117113,0,2,2,0,741.0486917,151,177.4885353,7840.87856,4891.020435,11618.44187,7247.406805,3079.144063,12138.42724,0.490293828,834.6224344,0.688308795,0.138129122,8,486,61.16099475,8,100,2483.166423,2,481.5631407,0,94.92307692,0.651742559,800,2.353708257,0.931931316,0,300965.9782,303.1593862
1706,355-600,355-600-C,355,600,1706,C,Trambus,3.803563962,0.893028648,0,2,2,0,741.0486917,151,177.4885353,4618.473413,5171.696811,6748.737614,7557.134506,3284.588036,12728.83132,0.532130968,884.7207662,0.810695916,0.132769007,8,312,61.16099475,7,59,2483.166423,2,481.5631407,0,94.92307692,0.67617801,800,2.300786103,0.945155818,0,300965.9782,349.3728904
1715,355-400,355-400-C,355,400,1715,C,Trambus,2.612186258,0.437482484,0,2,2,0,741.0486917,151,177.4885353,2305.118583,5269.053428,3051.434363,6974.986367,3071.297172,12244.03979,0.658592512,899.317399,0.893210348,0.126843755,8,161,61.16099475,6,32,2483.166423,0,481.5631407,0,94.92307692,0.689853459,800,2.271022951,0.938272872,0,300965.9782,368.014734
1894,355-800,355-800-C,355,800,1894,C,Trambus,5.066831093,1.496898829,0,2,2,0,741.0486917,151,177.4885353,7356.768834,4914.673386,10840.28357,7241.827814,3092.428285,12156.5012,0.497973382,841.3195279,0.703719355,0.136965837,8,486,61.16099475,8,93,2483.166423,2,481.5631407,0,94.92307692,0.651390589,800,2.341793292,0.934138482,0,300965.9782,324.6712407
1198,459-400,459-400-D,459,400,1198,D,Trambus,3.034699942,0.571053732,0,4,2,0,780.2148189,116.9,125.6785808,259.4964608,454.4168897,2611.946541,4573.906787,1943.937373,5028.323677,0.151754527,65.64709116,0.983741138,0.112801076,7,87,74.7713488,7,39,6906.558741,0,1132.325664,0,149.8461538,0.57208073,650,2.352908509,0.921582545,0,78844.52045,152.3499368
1199,459-600,459-600-D,459,600,1199,D,Trambus,4.140462001,1.091423456,0,4,2,0,780.2148189,116.9,125.6785808,501.0470702,459.0766922,5027.821328,4606.664167,1943.169553,5065.74086,0.117770083,69.47663725,0.967611937,0.101756039,8,155,74.7713488,7,55,6906.558741,0,1132.325664,0,149.8461538,0.572716028,650,2.370695939,0.933176986,0,78844.52045,142.0163724
1200,459-800,459-800-D,459,800,1200,D,Trambus,5.587783176,1.739433214,0,4,2,0,780.2148189,116.9,125.6785808,828.7709665,476.4603548,8082.369606,4646.553566,1958.48515,5123.013921,0.106368103,81.62713902,0.940698,0.105419324,8,260,74.7713488,8,86,6906.558741,0,1132.325664,0,149.8461538,0.592473464,650,2.372524278,0.920604506,0,78844.52045,149.4739769
1204,460-400,460-400-D,460,400,1204,D,Trambus,3.034699942,0.571053732,0,4,2,0,780.2148189,116.9,125.6785808,259.4964608,454.4168897,2611.946541,4573.906787,1943.937373,5028.323677,0.151754527,65.64709116,0.983741138,0.112801076,7,87,74.7713488,7,39,6906.558741,0,1132.325664,0,149.8461538,0.57208073,650,2.352908509,0.921582545,0,78844.52045,152.3499368
1205,460-600,460-600-D,460,600,1205,D,Trambus,4.140462001,1.091423456,0,4,2,0,780.2148189,116.9,125.6785808,501.0470702,459.0766922,5027.821328,4606.664167,1943.169553,5065.74086,0.117770083,69.47663725,0.967611937,0.101756039,8,155,74.7713488,7,55,6906.558741,0,1132.325664,0,149.8461538,0.572716028,650,2.370695939,0.933176986,0,78844.52045,142.0163724
1206,460-800,460-800-D,460,800,1206,D,Trambus,5.587783176,1.739433214,0,4,2,0,780.2148189,116.9,125.6785808,828.7709665,476.4603548,8082.369606,4646.553566,1958.48515,5123.013921,0.106368103,81.62713902,0.940698,0.105419324,8,260,74.7713488,8,86,6906.558741,0,1132.325664,0,149.8461538,0.592473464,650,2.372524278,0.920604506,0,78844.52045,149.4739769
2358,460-800,460-800-C,460,800,2358,C,Trambus,5.123756162,1.46865557,0,4,2,0,780.2148189,116.9,125.6785808,685.2234901,466.5651388,6787.050455,4621.267636,1947.383385,5087.832774,0.108757517,74.9952126,0.953442149,0.103411769,8,260,74.7713488,8,73,6906.558741,0,1132.325664,0,149.8461538,0.594719552,650,2.373065145,0.925096476,0,78844.52045,177.0326585
2364,459-800,459-800-C,459,800,2364,C,Trambus,5.123756162,1.46865557,0,4,2,0,780.2148189,116.9,125.6785808,685.2234901,466.5651388,6787.050455,4621.267636,1947.383385,5087.832774,0.108757517,74.9952126,0.953442149,0.103411769,8,260,74.7713488,8,73,6906.558741,0,1132.325664,0,149.8461538,0.594719552,650,2.373065145,0.925096476,0,78844.52045,177.0326585
2474,459-600,459-600-C,459,600,2474,C,Trambus,3.674807782,0.882732084,0,4,2,0,780.2148189,116.9,125.6785808,404.6645057,458.422791,4062.867416,4602.605353,1944.210878,5061.028144,0.126997527,68.93924588,0.973901403,0.103725842,7,155,74.7713488,7,49,6906.558741,0,1132.325664,0,149.8461538,0.577532305,650,2.367338546,0.93345772,0,78844.52045,175.591216
2480,460-600,460-600-C,460,600,2480,C,Trambus,3.674807782,0.882732084,0,4,2,0,780.2148189,116.9,125.6785808,404.6645057,458.422791,4062.867416,4602.605353,1944.210878,5061.028144,0.126997527,68.93924588,0.973901403,0.103725842,7,155,74.7713488,7,49,6906.558741,0,1132.325664,0,149.8461538,0.577532305,650,2.367338546,0.93345772,0,78844.52045,175.591216
3046,459-400,459-400-C,459,400,3046,C,Trambus,2.544731252,0.420851876,0,4,2,0,780.2148189,116.9,125.6785808,191.1116811,454.1067577,1915.967461,4552.593367,1941.553184,5006.700125,0.183924363,65.39221994,0.98798264,0.123059419,7,87,74.7713488,7,31,6906.558741,0,1132.325664,0,149.8461538,0.573605948,650,2.344820325,0.909363408,0,78844.52045,206.7235647
3047,460-400,460-400-C,460,400,3047,C,Trambus,2.544731252,0.420851876,0,4,2,0,780.2148189,116.9,125.6785808,191.1116811,454.1067577,1915.967461,4552.593367,1941.553184,5006.700125,0.183924363,65.39221994,0.98798264,0.123059419,7,87,74.7713488,7,31,6906.558741,0,1132.325664,0,149.8461538,0.573605948,650,2.344820325,0.909363408,0,78844.52045,206.7235647
697,308-400,308-400-D,308,400,697,D,Trambus,2.952679133,0.506489377,0,1,2,0,537.5576216,188.1,354.4391622,800.5833617,1580.651833,1865.341753,3682.884259,1551.444155,5263.536093,0.37568773,201.7653653,0.946002666,0.184420569,6,103,64.8283958,7,69,14111.62576,1,262.7046799,0,84.46153846,0.492108032,100,2.373842621,0.770537784,0,193498.6967,203.3606324
698,308-600,308-600-D,308,600,698,D,Trambus,4.228080926,0.956720616,0,1,2,0,537.5576216,188.1,354.4391622,1429.067116,1493.714143,3659.773475,3825.331463,1593.451958,5319.045606,0.308829154,190.3320192,0.909121433,0.175333025,6,159,64.8283958,7,125,14111.62576,1,262.7046799,0,84.46153846,0.491196271,100,2.400656915,0.83139006,0,193498.6967,166.1927185
699,308-800,308-800-D,308,800,699,D,Trambus,6.195169852,1.603158573,0,1,2,0,537.5576216,188.1,354.4391622,2172.826918,1355.341234,6312.272775,3937.397636,1620.460547,5292.738869,0.198184185,171.9980477,0.869104616,0.161426266,6,226,64.8283958,7,153,14111.62576,1,262.7046799,0,84.46153846,0.508493412,150,2.429801603,0.858383004,0,193498.6967,140.9717066
2037,308-800,308-800-C,308,800,2037,C,Trambus,5.67370514,1.409096356,0,1,2,0,537.5576216,188.1,354.4391622,2031.157949,1441.46136,5578.835978,3959.158617,1629.414389,5400.619976,0.224947415,183.4099942,0.877445801,0.16631952,6,226,64.8283958,7,147,14111.62576,1,262.7046799,0,84.46153846,0.508123549,150,2.429804624,0.850439705,0,193498.6967,160.3864768
2747,308-600,308-600-C,308,600,2747,C,Trambus,3.792057661,0.831759476,0,1,2,0,537.5576216,188.1,354.4391622,1288.482683,1549.104904,3188.681929,3833.658671,1594.49168,5382.763575,0.335784491,197.6165666,0.91777474,0.178861026,6,159,64.8283958,7,114,14111.62576,1,262.7046799,0,84.46153846,0.49452954,100,2.404314001,0.814985095,0,193498.6967,191.1610322
2899,308-400,308-400-C,308,400,2899,C,Trambus,2.52775624,0.397802,0,1,2,0,537.5576216,188.1,354.4391622,630.2224074,1584.261538,1482.45997,3726.627749,1560.547489,5310.889286,0.406264138,202.2400847,0.957735837,0.180586137,6,103,64.8283958,7,62,14111.62576,1,262.7046799,0,84.46153846,0.466457961,100,2.388025854,0.768843271,0,193498.6967,258.9227807
793,337-400,337-400-D,337,400,793,D,Trambus,3.62428678,0.65802523,0,3,3,0,103.4180573,84.4,788.0365727,13676.05483,20783.48095,7303.334947,11098.86767,4657.377667,31882.34862,0.626182885,2225.211603,0.766897684,0.135234279,8,226,71.16343753,7,73,923.225468,0,788.341731,1,197.3076923,0.503658983,150,2.383072291,0.694077133,0,443860.7489,343.4518765
794,337-600,337-600-D,337,600,794,D,Trambus,5.13220462,1.211454733,0,3,3,0,103.4180573,84.4,788.0365727,24809.93511,20479.457,12271.25866,10129.35798,4257.989319,30608.81498,0.636115766,2201.956749,0.583092014,0.147981284,8,429,71.16343753,8,138,923.225468,0,788.341731,1,197.3076923,0.498379509,150,2.378906384,0.745442033,0,443860.7489,354.119711
795,337-800,337-800-D,337,800,795,D,Trambus,6.829533318,2.002088774,0,3,3,0,103.4180573,84.4,788.0365727,39723.64294,19841.09968,21665.32148,10821.35905,4662.53322,30662.45874,0.624987167,2131.171521,0.43441793,0.164056127,8,751,71.16343753,8,228,923.225468,0,788.341731,1,197.3076923,0.469667965,100,2.320918381,0.76405531,0,443860.7489,375.1082418
1692,337-600,337-600-C,337,600,1692,C,Trambus,4.021084982,0.870663755,0,3,3,0,103.4180573,84.4,788.0365727,17208.70017,19765.03567,8764.606767,10066.58049,4216.278974,29831.61617,0.61107903,2112.389312,0.691043561,0.144722466,8,429,71.16343753,8,100,923.225468,0,788.341731,1,197.3076923,0.485645933,150,2.38755086,0.710436112,0,443860.7489,492.7275283
1735,337-400,337-400-C,337,400,1735,C,Trambus,2.687463193,0.416409293,0,3,3,0,103.4180573,84.4,788.0365727,8212.747136,19722.77582,5442.122258,13069.1662,5581.809625,32791.94203,0.596074043,2093.899654,0.874913718,0.136287709,7,226,71.16343753,7,52,923.225468,0,788.341731,1,197.3076923,0.491852886,150,2.341385157,0.628635473,0,443860.7489,542.7352458
1948,337-800,337-800-C,337,800,1948,C,Trambus,6.048748919,1.494697854,0,3,3,0,103.4180573,84.4,788.0365727,29414.73569,19679.38578,15988.0221,10696.49097,4567.084545,30375.87676,0.626888728,2110.405453,0.544518213,0.158939195,8,751,71.16343753,8,182,923.225468,0,788.341731,1,197.3076923,0.483007209,100,2.342082978,0.745103396,0,443860.7489,502.442683
1153,445-400,445-400-D,445,400,1153,D,Trambus,3.262047065,0.60272728,0,2,3,0,755.283985,73.2,124.7139403,339.018493,562.4741144,2355.961968,3908.835798,1549.018056,4471.309912,0.196171158,91.49187609,0.972177133,0.159355069,7,122,65.35533618,5,29,5345.679258,0,1603.175875,0,129,0.601430761,650,2.52342817,0.725451114,0,119008.2512,202.4132706
1154,445-600,445-600-D,445,600,1154,D,Trambus,4.483081271,1.112933705,0,2,3,0,755.283985,73.2,124.7139403,623.6034879,560.32402,4532.738157,4072.783612,1661.407801,4633.107632,0.189377659,94.42980155,0.949690194,0.162606287,7,219,65.35533618,6,45,5345.679258,0,1603.175875,0,129,0.6011846,650,2.451405133,0.743870863,0,119008.2512,196.7772195
1155,445-800,445-800-D,445,800,1155,D,Trambus,5.9551674,1.7658995,0,2,3,0,755.283985,73.2,124.7139403,1021.387128,578.3948224,7341.536253,4157.391885,1704.825362,4735.786708,0.174567221,104.9456564,0.914650873,0.166165141,7,316,65.35533618,7,67,5345.679258,0,1603.175875,0,129,0.600503115,650,2.438602791,0.735612421,0,119008.2512,178.9456308
1819,445-400,445-400-C,445,400,1819,C,Trambus,2.620038021,0.414021809,0,2,3,0,755.283985,73.2,124.7139403,233.6349659,564.3059399,1669.374833,4032.093957,1578.998495,4596.399897,0.182144953,90.14353515,0.981657616,0.137005717,7,122,65.35533618,5,24,5345.679258,0,1603.175875,0,129,0.602824859,650,2.553576821,0.805885797,0,119008.2512,294.6704675
